item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
752,p1752,Nintendo Game Console 1752 - 1TB,Nintendo,gaming_console,25043,27826,10,https://picsum.photos/seed/p1752/300/200,3.94,2343,Next-gen console delivering immersive gaming experiences.
753,p1753,"Sony Smart TV 1753 - 4K UHD, 50""",Sony,tv,70409,70409,0,https://picsum.photos/seed/p1753/300/200,4.72,2945,Crisp 4K HDR display with smart OS and multiple HDMI ports.
754,p1754,Netgear AC1897 Router 1754,Netgear,router,4384,4615,5,https://picsum.photos/seed/p1754/300/200,4.25,4576,Fast dual-band WiFi router with parental controls.
755,p1755,"Apple Tab 1755 - 10.5"" Display, 64GB",Apple,tablet,47299,47299,0,https://picsum.photos/seed/p1755/300/200,3.29,4428,Portable tablet ideal for media and light productivity.
756,p1756,HP InkJet 1756 - Wireless Printing,HP,printer,14218,16727,15,https://picsum.photos/seed/p1756/300/200,3.61,4241,Reliable home-office printer with low-cost cartridges.
757,p1757,Nintendo Game Console 1757 - 1TB,Nintendo,gaming_console,15404,17115,10,https://picsum.photos/seed/p1757/300/200,3.64,2740,Next-gen console delivering immersive gaming experiences.
758,p1758,"Dell UltraBook 1758 - 16GB RAM, 512GB SSD",Dell,laptop,113764,126405,10,https://picsum.photos/seed/p1758/300/200,4.22,660,Powerful laptop for productivity and light gaming. Long battery life and slim design.
759,p1759,Sennheiser Wireless Headphones 1759,Sennheiser,headphones,29279,29279,0,https://picsum.photos/seed/p1759/300/200,3.24,453,Comfortable headphones with active noise cancellation.
760,p1760,"MSI UltraBook 1760 - 16GB RAM, 512GB SSD",MSI,laptop,125509,139454,10,https://picsum.photos/seed/p1760/300/200,4.13,946,Powerful laptop for productivity and light gaming. Long battery life and slim design.
761,p1761,"Dell Curved Monitor 1761 - 27""",Dell,monitor,39589,46575,15,https://picsum.photos/seed/p1761/300/200,4.17,122,High-refresh IPS panel with thin bezels and adaptive-sync.
762,p1762,"Samsung Smart TV 1762 - 4K UHD, 43""",Samsung,tv,79968,94080,15,https://picsum.photos/seed/p1762/300/200,3.88,1002,Crisp 4K HDR display with smart OS and multiple HDMI ports.
763,p1763,"Samsung X1763 - 8GB RAM, 128GB Storage",Samsung,smartphone,69227,72871,5,https://picsum.photos/seed/p1763/300/200,4.68,2000,High-performance smartphone with excellent camera and display.
764,p1764,JBL Wireless Headphones 1764,JBL,headphones,32864,32864,0,https://picsum.photos/seed/p1764/300/200,4.75,4267,Comfortable headphones with active noise cancellation.
765,p1765,"LG Smart TV 1765 - 4K UHD, 50""",LG,tv,51493,57214,10,https://picsum.photos/seed/p1765/300/200,4.62,2214,Crisp 4K HDR display with smart OS and multiple HDMI ports.
766,p1766,"Fujifilm Mirrorless 1766 - 24MP, 4K Video",Fujifilm,camera,75323,75323,0,https://picsum.photos/seed/p1766/300/200,3.55,1510,High quality imaging for enthusiasts and vloggers.
767,p1767,Netgear AC2552 Router 1767,Netgear,router,11473,11473,0,https://picsum.photos/seed/p1767/300/200,4.49,2793,Fast dual-band WiFi router with parental controls.
768,p1768,Microsoft Game Console 1768 - 1TB,Microsoft,gaming_console,36360,42776,15,https://picsum.photos/seed/p1768/300/200,4.51,2130,Next-gen console delivering immersive gaming experiences.
769,p1769,"Xiaomi Tab 1769 - 10.5"" Display, 64GB",Xiaomi,tablet,66013,69487,5,https://picsum.photos/seed/p1769/300/200,3.77,3232,Portable tablet ideal for media and light productivity.
770,p1770,"Acer UltraBook 1770 - 16GB RAM, 512GB SSD",Acer,laptop,104928,110450,5,https://picsum.photos/seed/p1770/300/200,4.62,1464,Powerful laptop for productivity and light gaming. Long battery life and slim design.
771,p1771,"Asus Curved Monitor 1771 - 27""",Asus,monitor,22276,22276,0,https://picsum.photos/seed/p1771/300/200,3.67,4999,High-refresh IPS panel with thin bezels and adaptive-sync.
772,p1772,JBL Wireless Headphones 1772,JBL,headphones,15904,15904,0,https://picsum.photos/seed/p1772/300/200,4.68,406,Comfortable headphones with active noise cancellation.
773,p1773,"Samsung Smart TV 1773 - 4K UHD, 43""",Samsung,tv,103187,103187,0,https://picsum.photos/seed/p1773/300/200,4.35,2894,Crisp 4K HDR display with smart OS and multiple HDMI ports.
774,p1774,Sony Wireless Headphones 1774,Sony,headphones,13653,14372,5,https://picsum.photos/seed/p1774/300/200,4.61,3407,Comfortable headphones with active noise cancellation.
775,p1775,"Vivo X1775 - 8GB RAM, 128GB Storage",Vivo,smartphone,24078,26753,10,https://picsum.photos/seed/p1775/300/200,4.8,2408,High-performance smartphone with excellent camera and display.
776,p1776,Sony Game Console 1776 - 1TB,Sony,gaming_console,41204,48475,15,https://picsum.photos/seed/p1776/300/200,4.53,2818,Next-gen console delivering immersive gaming experiences.
777,p1777,"Xiaomi Smart TV 1777 - 4K UHD, 43""",Xiaomi,tv,161659,190187,15,https://picsum.photos/seed/p1777/300/200,4.45,4415,Crisp 4K HDR display with smart OS and multiple HDMI ports.
778,p1778,"Oppo X1778 - 8GB RAM, 128GB Storage",Oppo,smartphone,94402,94402,0,https://picsum.photos/seed/p1778/300/200,4.56,2965,High-performance smartphone with excellent camera and display.
779,p1779,"Xiaomi Smart TV 1779 - 4K UHD, 55""",Xiaomi,tv,116158,136656,15,https://picsum.photos/seed/p1779/300/200,3.33,2967,Crisp 4K HDR display with smart OS and multiple HDMI ports.
780,p1780,"LG Curved Monitor 1780 - 27""",LG,monitor,58885,58885,0,https://picsum.photos/seed/p1780/300/200,4.23,2350,High-refresh IPS panel with thin bezels and adaptive-sync.
781,p1781,Canon InkJet 1781 - Wireless Printing,Canon,printer,21193,21193,0,https://picsum.photos/seed/p1781/300/200,3.48,3429,Reliable home-office printer with low-cost cartridges.
782,p1782,"Fujifilm Mirrorless 1782 - 24MP, 4K Video",Fujifilm,camera,103900,115445,10,https://picsum.photos/seed/p1782/300/200,3.8,3295,High quality imaging for enthusiasts and vloggers.
783,p1783,Bose Wireless Headphones 1783,Bose,headphones,3766,3964,5,https://picsum.photos/seed/p1783/300/200,4.81,3349,Comfortable headphones with active noise cancellation.
784,p1784,"Asus Curved Monitor 1784 - 27""",Asus,monitor,35175,41382,15,https://picsum.photos/seed/p1784/300/200,4.21,3715,High-refresh IPS panel with thin bezels and adaptive-sync.
785,p1785,D-Link AC1561 Router 1785,D-Link,router,3087,3087,0,https://picsum.photos/seed/p1785/300/200,4.16,4302,Fast dual-band WiFi router with parental controls.
786,p1786,Nintendo Game Console 1786 - 1TB,Nintendo,gaming_console,41054,43215,5,https://picsum.photos/seed/p1786/300/200,4.18,2575,Next-gen console delivering immersive gaming experiences.
787,p1787,"Xiaomi X1787 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,45728,45728,0,https://picsum.photos/seed/p1787/300/200,4.33,1155,High-performance smartphone with excellent camera and display.
788,p1788,"OnePlus X1788 - 8GB RAM, 128GB Storage",OnePlus,smartphone,66943,78756,15,https://picsum.photos/seed/p1788/300/200,3.93,3644,High-performance smartphone with excellent camera and display.
789,p1789,Bose Wireless Headphones 1789,Bose,headphones,17327,18239,5,https://picsum.photos/seed/p1789/300/200,4.44,954,Comfortable headphones with active noise cancellation.
790,p1790,HP InkJet 1790 - Wireless Printing,HP,printer,13345,14047,5,https://picsum.photos/seed/p1790/300/200,4.72,314,Reliable home-office printer with low-cost cartridges.
791,p1791,TP-Link AC1589 Router 1791,TP-Link,router,10551,11106,5,https://picsum.photos/seed/p1791/300/200,4.0,3969,Fast dual-band WiFi router with parental controls.
792,p1792,"Xiaomi Tab 1792 - 10.5"" Display, 64GB",Xiaomi,tablet,67400,67400,0,https://picsum.photos/seed/p1792/300/200,4.03,1708,Portable tablet ideal for media and light productivity.
793,p1793,"Apple Tab 1793 - 10.5"" Display, 64GB",Apple,tablet,34922,34922,0,https://picsum.photos/seed/p1793/300/200,4.69,1899,Portable tablet ideal for media and light productivity.
794,p1794,"Fujifilm Mirrorless 1794 - 24MP, 4K Video",Fujifilm,camera,79236,88040,10,https://picsum.photos/seed/p1794/300/200,3.75,3480,High quality imaging for enthusiasts and vloggers.
795,p1795,"OnePlus X1795 - 8GB RAM, 128GB Storage",OnePlus,smartphone,85128,94587,10,https://picsum.photos/seed/p1795/300/200,4.37,237,High-performance smartphone with excellent camera and display.
796,p1796,"Sony Mirrorless 1796 - 24MP, 4K Video",Sony,camera,53360,59289,10,https://picsum.photos/seed/p1796/300/200,3.64,447,High quality imaging for enthusiasts and vloggers.
797,p1797,"Fujifilm Mirrorless 1797 - 24MP, 4K Video",Fujifilm,camera,45906,54007,15,https://picsum.photos/seed/p1797/300/200,4.24,1058,High quality imaging for enthusiasts and vloggers.
798,p1798,Nintendo Game Console 1798 - 1TB,Nintendo,gaming_console,49233,57921,15,https://picsum.photos/seed/p1798/300/200,3.56,4386,Next-gen console delivering immersive gaming experiences.
799,p1799,"Sony Smart TV 1799 - 4K UHD, 65""",Sony,tv,62311,62311,0,https://picsum.photos/seed/p1799/300/200,4.8,295,Crisp 4K HDR display with smart OS and multiple HDMI ports.
800,p1800,"MSI UltraBook 1800 - 16GB RAM, 512GB SSD",MSI,laptop,144316,144316,0,https://picsum.photos/seed/p1800/300/200,3.26,1012,Powerful laptop for productivity and light gaming. Long battery life and slim design.
801,p1801,Netgear AC1468 Router 1801,Netgear,router,11071,13025,15,https://picsum.photos/seed/p1801/300/200,4.23,1243,Fast dual-band WiFi router with parental controls.
802,p1802,"Vivo X1802 - 8GB RAM, 128GB Storage",Vivo,smartphone,110861,110861,0,https://picsum.photos/seed/p1802/300/200,3.65,4720,High-performance smartphone with excellent camera and display.
803,p1803,"Asus Curved Monitor 1803 - 27""",Asus,monitor,54063,54063,0,https://picsum.photos/seed/p1803/300/200,4.89,3224,High-refresh IPS panel with thin bezels and adaptive-sync.
804,p1804,Epson InkJet 1804 - Wireless Printing,Epson,printer,11975,12605,5,https://picsum.photos/seed/p1804/300/200,3.77,685,Reliable home-office printer with low-cost cartridges.
805,p1805,"Apple X1805 - 8GB RAM, 128GB Storage",Apple,smartphone,81490,85779,5,https://picsum.photos/seed/p1805/300/200,3.9,2767,High-performance smartphone with excellent camera and display.
806,p1806,"Apple Tab 1806 - 10.5"" Display, 64GB",Apple,tablet,27573,27573,0,https://picsum.photos/seed/p1806/300/200,3.75,3956,Portable tablet ideal for media and light productivity.
807,p1807,Boat Wireless Headphones 1807,Boat,headphones,11622,11622,0,https://picsum.photos/seed/p1807/300/200,3.54,931,Comfortable headphones with active noise cancellation.
808,p1808,"Asus UltraBook 1808 - 16GB RAM, 512GB SSD",Asus,laptop,168641,177517,5,https://picsum.photos/seed/p1808/300/200,4.09,3044,Powerful laptop for productivity and light gaming. Long battery life and slim design.
809,p1809,Nintendo Game Console 1809 - 1TB,Nintendo,gaming_console,45940,45940,0,https://picsum.photos/seed/p1809/300/200,4.79,1108,Next-gen console delivering immersive gaming experiences.
810,p1810,"Xiaomi Tab 1810 - 10.5"" Display, 64GB",Xiaomi,tablet,19853,19853,0,https://picsum.photos/seed/p1810/300/200,4.11,2711,Portable tablet ideal for media and light productivity.
811,p1811,"Samsung X1811 - 8GB RAM, 128GB Storage",Samsung,smartphone,15913,16751,5,https://picsum.photos/seed/p1811/300/200,4.6,3491,High-performance smartphone with excellent camera and display.
812,p1812,Nintendo Game Console 1812 - 1TB,Nintendo,gaming_console,21748,21748,0,https://picsum.photos/seed/p1812/300/200,3.68,2153,Next-gen console delivering immersive gaming experiences.
813,p1813,Sony Game Console 1813 - 1TB,Sony,gaming_console,49826,55362,10,https://picsum.photos/seed/p1813/300/200,3.56,21,Next-gen console delivering immersive gaming experiences.
814,p1814,"Sony Smart TV 1814 - 4K UHD, 43""",Sony,tv,130176,144640,10,https://picsum.photos/seed/p1814/300/200,3.92,3864,Crisp 4K HDR display with smart OS and multiple HDMI ports.
815,p1815,Canon InkJet 1815 - Wireless Printing,Canon,printer,17465,20547,15,https://picsum.photos/seed/p1815/300/200,4.63,1360,Reliable home-office printer with low-cost cartridges.
816,p1816,"Nikon Mirrorless 1816 - 24MP, 4K Video",Nikon,camera,109090,114832,5,https://picsum.photos/seed/p1816/300/200,4.65,2834,High quality imaging for enthusiasts and vloggers.
817,p1817,TP-Link AC1983 Router 1817,TP-Link,router,7043,7414,5,https://picsum.photos/seed/p1817/300/200,3.76,3021,Fast dual-band WiFi router with parental controls.
818,p1818,"Canon Mirrorless 1818 - 24MP, 4K Video",Canon,camera,26143,30756,15,https://picsum.photos/seed/p1818/300/200,4.6,3856,High quality imaging for enthusiasts and vloggers.
819,p1819,Nintendo Game Console 1819 - 1TB,Nintendo,gaming_console,33334,39217,15,https://picsum.photos/seed/p1819/300/200,4.72,1254,Next-gen console delivering immersive gaming experiences.
820,p1820,"Samsung Tab 1820 - 10.5"" Display, 64GB",Samsung,tablet,33198,39057,15,https://picsum.photos/seed/p1820/300/200,4.45,2725,Portable tablet ideal for media and light productivity.
821,p1821,Epson InkJet 1821 - Wireless Printing,Epson,printer,15847,18643,15,https://picsum.photos/seed/p1821/300/200,3.45,2184,Reliable home-office printer with low-cost cartridges.
822,p1822,"OnePlus X1822 - 8GB RAM, 128GB Storage",OnePlus,smartphone,74597,87761,15,https://picsum.photos/seed/p1822/300/200,3.8,2797,High-performance smartphone with excellent camera and display.
823,p1823,"Dell Curved Monitor 1823 - 27""",Dell,monitor,49066,49066,0,https://picsum.photos/seed/p1823/300/200,4.28,3771,High-refresh IPS panel with thin bezels and adaptive-sync.
824,p1824,"Vivo X1824 - 8GB RAM, 128GB Storage",Vivo,smartphone,105964,105964,0,https://picsum.photos/seed/p1824/300/200,4.16,3391,High-performance smartphone with excellent camera and display.
825,p1825,"Sony Smart TV 1825 - 4K UHD, 55""",Sony,tv,83589,87988,5,https://picsum.photos/seed/p1825/300/200,3.79,4284,Crisp 4K HDR display with smart OS and multiple HDMI ports.
826,p1826,"LG Curved Monitor 1826 - 27""",LG,monitor,26125,30735,15,https://picsum.photos/seed/p1826/300/200,4.14,2203,High-refresh IPS panel with thin bezels and adaptive-sync.
827,p1827,"Apple X1827 - 8GB RAM, 128GB Storage",Apple,smartphone,62370,69300,10,https://picsum.photos/seed/p1827/300/200,4.2,3049,High-performance smartphone with excellent camera and display.
828,p1828,Microsoft Game Console 1828 - 1TB,Microsoft,gaming_console,57459,57459,0,https://picsum.photos/seed/p1828/300/200,4.75,2509,Next-gen console delivering immersive gaming experiences.
829,p1829,"Xiaomi Tab 1829 - 10.5"" Display, 64GB",Xiaomi,tablet,63033,63033,0,https://picsum.photos/seed/p1829/300/200,3.63,3057,Portable tablet ideal for media and light productivity.
830,p1830,Microsoft Game Console 1830 - 1TB,Microsoft,gaming_console,36474,42911,15,https://picsum.photos/seed/p1830/300/200,3.88,233,Next-gen console delivering immersive gaming experiences.
831,p1831,"Samsung Tab 1831 - 10.5"" Display, 64GB",Samsung,tablet,47223,47223,0,https://picsum.photos/seed/p1831/300/200,4.56,3757,Portable tablet ideal for media and light productivity.
832,p1832,TP-Link AC1201 Router 1832,TP-Link,router,2816,2816,0,https://picsum.photos/seed/p1832/300/200,4.43,1262,Fast dual-band WiFi router with parental controls.
833,p1833,JBL Wireless Headphones 1833,JBL,headphones,13432,14925,10,https://picsum.photos/seed/p1833/300/200,4.61,1988,Comfortable headphones with active noise cancellation.
834,p1834,"Realme X1834 - 8GB RAM, 128GB Storage",Realme,smartphone,51351,60413,15,https://picsum.photos/seed/p1834/300/200,3.32,4000,High-performance smartphone with excellent camera and display.
835,p1835,Sony Game Console 1835 - 1TB,Sony,gaming_console,20063,20063,0,https://picsum.photos/seed/p1835/300/200,3.43,1539,Next-gen console delivering immersive gaming experiences.
836,p1836,"Dell UltraBook 1836 - 16GB RAM, 512GB SSD",Dell,laptop,57906,64340,10,https://picsum.photos/seed/p1836/300/200,3.26,3454,Powerful laptop for productivity and light gaming. Long battery life and slim design.
837,p1837,"Samsung Tab 1837 - 10.5"" Display, 64GB",Samsung,tablet,16975,16975,0,https://picsum.photos/seed/p1837/300/200,3.47,1054,Portable tablet ideal for media and light productivity.
838,p1838,Nintendo Game Console 1838 - 1TB,Nintendo,gaming_console,33111,34854,5,https://picsum.photos/seed/p1838/300/200,4.46,949,Next-gen console delivering immersive gaming experiences.
839,p1839,Microsoft Game Console 1839 - 1TB,Microsoft,gaming_console,49846,49846,0,https://picsum.photos/seed/p1839/300/200,3.46,2761,Next-gen console delivering immersive gaming experiences.
840,p1840,Microsoft Game Console 1840 - 1TB,Microsoft,gaming_console,33199,39058,15,https://picsum.photos/seed/p1840/300/200,4.37,2067,Next-gen console delivering immersive gaming experiences.
841,p1841,D-Link AC2770 Router 1841,D-Link,router,8333,8333,0,https://picsum.photos/seed/p1841/300/200,4.21,2926,Fast dual-band WiFi router with parental controls.
842,p1842,"Acer UltraBook 1842 - 16GB RAM, 512GB SSD",Acer,laptop,81639,85936,5,https://picsum.photos/seed/p1842/300/200,4.85,1999,Powerful laptop for productivity and light gaming. Long battery life and slim design.
843,p1843,Boat Wireless Headphones 1843,Boat,headphones,7627,7627,0,https://picsum.photos/seed/p1843/300/200,3.77,2473,Comfortable headphones with active noise cancellation.
844,p1844,D-Link AC1576 Router 1844,D-Link,router,8171,8601,5,https://picsum.photos/seed/p1844/300/200,4.25,4416,Fast dual-band WiFi router with parental controls.
845,p1845,"Samsung Smart TV 1845 - 4K UHD, 55""",Samsung,tv,134542,134542,0,https://picsum.photos/seed/p1845/300/200,4.23,1484,Crisp 4K HDR display with smart OS and multiple HDMI ports.
846,p1846,"Sony Mirrorless 1846 - 24MP, 4K Video",Sony,camera,105585,111142,5,https://picsum.photos/seed/p1846/300/200,3.37,1841,High quality imaging for enthusiasts and vloggers.
847,p1847,"Apple UltraBook 1847 - 16GB RAM, 512GB SSD",Apple,laptop,51034,56704,10,https://picsum.photos/seed/p1847/300/200,4.78,102,Powerful laptop for productivity and light gaming. Long battery life and slim design.
848,p1848,Canon InkJet 1848 - Wireless Printing,Canon,printer,22440,22440,0,https://picsum.photos/seed/p1848/300/200,4.32,4680,Reliable home-office printer with low-cost cartridges.
849,p1849,"Vivo X1849 - 8GB RAM, 128GB Storage",Vivo,smartphone,17002,18891,10,https://picsum.photos/seed/p1849/300/200,3.25,4791,High-performance smartphone with excellent camera and display.
850,p1850,"Lenovo Tab 1850 - 10.5"" Display, 64GB",Lenovo,tablet,28604,28604,0,https://picsum.photos/seed/p1850/300/200,3.36,1788,Portable tablet ideal for media and light productivity.
851,p1851,"Samsung Smart TV 1851 - 4K UHD, 55""",Samsung,tv,118892,125150,5,https://picsum.photos/seed/p1851/300/200,3.74,2975,Crisp 4K HDR display with smart OS and multiple HDMI ports.
852,p1852,"Vivo X1852 - 8GB RAM, 128GB Storage",Vivo,smartphone,53462,59402,10,https://picsum.photos/seed/p1852/300/200,3.69,4363,High-performance smartphone with excellent camera and display.
853,p1853,Canon InkJet 1853 - Wireless Printing,Canon,printer,18705,18705,0,https://picsum.photos/seed/p1853/300/200,4.24,4123,Reliable home-office printer with low-cost cartridges.
854,p1854,"Apple X1854 - 8GB RAM, 128GB Storage",Apple,smartphone,43011,50601,15,https://picsum.photos/seed/p1854/300/200,4.7,3189,High-performance smartphone with excellent camera and display.
855,p1855,Boat Wireless Headphones 1855,Boat,headphones,22150,22150,0,https://picsum.photos/seed/p1855/300/200,4.72,1695,Comfortable headphones with active noise cancellation.
856,p1856,Microsoft Game Console 1856 - 1TB,Microsoft,gaming_console,22893,25437,10,https://picsum.photos/seed/p1856/300/200,4.43,572,Next-gen console delivering immersive gaming experiences.
857,p1857,"Apple UltraBook 1857 - 16GB RAM, 512GB SSD",Apple,laptop,124543,146521,15,https://picsum.photos/seed/p1857/300/200,4.42,3592,Powerful laptop for productivity and light gaming. Long battery life and slim design.
858,p1858,"Dell Curved Monitor 1858 - 27""",Dell,monitor,41525,41525,0,https://picsum.photos/seed/p1858/300/200,3.45,2150,High-refresh IPS panel with thin bezels and adaptive-sync.
859,p1859,Sony Game Console 1859 - 1TB,Sony,gaming_console,30717,32334,5,https://picsum.photos/seed/p1859/300/200,4.29,606,Next-gen console delivering immersive gaming experiences.
860,p1860,"Asus Curved Monitor 1860 - 27""",Asus,monitor,45769,53846,15,https://picsum.photos/seed/p1860/300/200,3.26,1147,High-refresh IPS panel with thin bezels and adaptive-sync.
861,p1861,"Lenovo Tab 1861 - 10.5"" Display, 64GB",Lenovo,tablet,30394,33771,10,https://picsum.photos/seed/p1861/300/200,4.34,1265,Portable tablet ideal for media and light productivity.
862,p1862,"Samsung Tab 1862 - 10.5"" Display, 64GB",Samsung,tablet,51730,51730,0,https://picsum.photos/seed/p1862/300/200,3.64,4166,Portable tablet ideal for media and light productivity.
863,p1863,Sennheiser Wireless Headphones 1863,Sennheiser,headphones,25534,25534,0,https://picsum.photos/seed/p1863/300/200,4.68,3948,Comfortable headphones with active noise cancellation.
864,p1864,"Xiaomi Tab 1864 - 10.5"" Display, 64GB",Xiaomi,tablet,23497,24734,5,https://picsum.photos/seed/p1864/300/200,4.05,4664,Portable tablet ideal for media and light productivity.
865,p1865,"MSI UltraBook 1865 - 16GB RAM, 512GB SSD",MSI,laptop,79128,93092,15,https://picsum.photos/seed/p1865/300/200,4.83,4405,Powerful laptop for productivity and light gaming. Long battery life and slim design.
866,p1866,"Oppo X1866 - 8GB RAM, 128GB Storage",Oppo,smartphone,36452,40502,10,https://picsum.photos/seed/p1866/300/200,3.5,4990,High-performance smartphone with excellent camera and display.
867,p1867,"Sony Mirrorless 1867 - 24MP, 4K Video",Sony,camera,143769,143769,0,https://picsum.photos/seed/p1867/300/200,3.61,4761,High quality imaging for enthusiasts and vloggers.
868,p1868,"Asus Curved Monitor 1868 - 27""",Asus,monitor,15628,15628,0,https://picsum.photos/seed/p1868/300/200,3.37,4828,High-refresh IPS panel with thin bezels and adaptive-sync.
869,p1869,"Xiaomi Smart TV 1869 - 4K UHD, 55""",Xiaomi,tv,41850,49235,15,https://picsum.photos/seed/p1869/300/200,4.48,4,Crisp 4K HDR display with smart OS and multiple HDMI ports.
870,p1870,"Fujifilm Mirrorless 1870 - 24MP, 4K Video",Fujifilm,camera,87777,92397,5,https://picsum.photos/seed/p1870/300/200,3.67,4597,High quality imaging for enthusiasts and vloggers.
871,p1871,JBL Wireless Headphones 1871,JBL,headphones,10521,11690,10,https://picsum.photos/seed/p1871/300/200,4.34,774,Comfortable headphones with active noise cancellation.
872,p1872,"Samsung Curved Monitor 1872 - 27""",Samsung,monitor,27523,28972,5,https://picsum.photos/seed/p1872/300/200,4.78,1722,High-refresh IPS panel with thin bezels and adaptive-sync.
873,p1873,Nintendo Game Console 1873 - 1TB,Nintendo,gaming_console,32709,36343,10,https://picsum.photos/seed/p1873/300/200,4.31,3415,Next-gen console delivering immersive gaming experiences.
874,p1874,"Nikon Mirrorless 1874 - 24MP, 4K Video",Nikon,camera,61867,68741,10,https://picsum.photos/seed/p1874/300/200,4.16,3417,High quality imaging for enthusiasts and vloggers.
875,p1875,"MSI UltraBook 1875 - 16GB RAM, 512GB SSD",MSI,laptop,139803,147161,5,https://picsum.photos/seed/p1875/300/200,3.7,3059,Powerful laptop for productivity and light gaming. Long battery life and slim design.
876,p1876,"Lenovo UltraBook 1876 - 16GB RAM, 512GB SSD",Lenovo,laptop,140245,140245,0,https://picsum.photos/seed/p1876/300/200,3.33,1314,Powerful laptop for productivity and light gaming. Long battery life and slim design.
877,p1877,Epson InkJet 1877 - Wireless Printing,Epson,printer,23406,27537,15,https://picsum.photos/seed/p1877/300/200,3.84,830,Reliable home-office printer with low-cost cartridges.
878,p1878,"Apple UltraBook 1878 - 16GB RAM, 512GB SSD",Apple,laptop,136848,136848,0,https://picsum.photos/seed/p1878/300/200,4.2,4702,Powerful laptop for productivity and light gaming. Long battery life and slim design.
879,p1879,"Samsung Smart TV 1879 - 4K UHD, 65""",Samsung,tv,183536,193196,5,https://picsum.photos/seed/p1879/300/200,4.83,2959,Crisp 4K HDR display with smart OS and multiple HDMI ports.
880,p1880,"LG Curved Monitor 1880 - 27""",LG,monitor,54141,54141,0,https://picsum.photos/seed/p1880/300/200,3.44,3365,High-refresh IPS panel with thin bezels and adaptive-sync.
881,p1881,D-Link AC2834 Router 1881,D-Link,router,7238,7619,5,https://picsum.photos/seed/p1881/300/200,4.54,4030,Fast dual-band WiFi router with parental controls.
882,p1882,"Sony Mirrorless 1882 - 24MP, 4K Video",Sony,camera,114582,127313,10,https://picsum.photos/seed/p1882/300/200,4.24,1563,High quality imaging for enthusiasts and vloggers.
883,p1883,"Oppo X1883 - 8GB RAM, 128GB Storage",Oppo,smartphone,62138,69042,10,https://picsum.photos/seed/p1883/300/200,4.71,3288,High-performance smartphone with excellent camera and display.
884,p1884,Microsoft Game Console 1884 - 1TB,Microsoft,gaming_console,50632,53297,5,https://picsum.photos/seed/p1884/300/200,4.11,1641,Next-gen console delivering immersive gaming experiences.
885,p1885,Microsoft Game Console 1885 - 1TB,Microsoft,gaming_console,22177,23344,5,https://picsum.photos/seed/p1885/300/200,4.82,2682,Next-gen console delivering immersive gaming experiences.
886,p1886,HP InkJet 1886 - Wireless Printing,HP,printer,12118,12118,0,https://picsum.photos/seed/p1886/300/200,4.62,3072,Reliable home-office printer with low-cost cartridges.
887,p1887,"Asus UltraBook 1887 - 16GB RAM, 512GB SSD",Asus,laptop,44966,52901,15,https://picsum.photos/seed/p1887/300/200,4.75,4231,Powerful laptop for productivity and light gaming. Long battery life and slim design.
888,p1888,"OnePlus X1888 - 8GB RAM, 128GB Storage",OnePlus,smartphone,99823,105077,5,https://picsum.photos/seed/p1888/300/200,4.01,4167,High-performance smartphone with excellent camera and display.
889,p1889,"Realme X1889 - 8GB RAM, 128GB Storage",Realme,smartphone,107639,113304,5,https://picsum.photos/seed/p1889/300/200,3.59,691,High-performance smartphone with excellent camera and display.
890,p1890,D-Link AC3148 Router 1890,D-Link,router,5579,5579,0,https://picsum.photos/seed/p1890/300/200,3.44,3848,Fast dual-band WiFi router with parental controls.
891,p1891,"HP UltraBook 1891 - 16GB RAM, 512GB SSD",HP,laptop,116830,116830,0,https://picsum.photos/seed/p1891/300/200,3.82,896,Powerful laptop for productivity and light gaming. Long battery life and slim design.
892,p1892,"Apple Tab 1892 - 10.5"" Display, 64GB",Apple,tablet,48431,50980,5,https://picsum.photos/seed/p1892/300/200,3.25,3854,Portable tablet ideal for media and light productivity.
893,p1893,"Apple UltraBook 1893 - 16GB RAM, 512GB SSD",Apple,laptop,146864,146864,0,https://picsum.photos/seed/p1893/300/200,3.79,1824,Powerful laptop for productivity and light gaming. Long battery life and slim design.
894,p1894,"Realme X1894 - 8GB RAM, 128GB Storage",Realme,smartphone,61987,68874,10,https://picsum.photos/seed/p1894/300/200,4.73,2104,High-performance smartphone with excellent camera and display.
895,p1895,"Lenovo Tab 1895 - 10.5"" Display, 64GB",Lenovo,tablet,42296,42296,0,https://picsum.photos/seed/p1895/300/200,4.46,3308,Portable tablet ideal for media and light productivity.
896,p1896,"Canon Mirrorless 1896 - 24MP, 4K Video",Canon,camera,64466,64466,0,https://picsum.photos/seed/p1896/300/200,3.76,3070,High quality imaging for enthusiasts and vloggers.
897,p1897,"Apple Tab 1897 - 10.5"" Display, 64GB",Apple,tablet,21821,22969,5,https://picsum.photos/seed/p1897/300/200,3.22,3938,Portable tablet ideal for media and light productivity.
898,p1898,"Samsung Curved Monitor 1898 - 27""",Samsung,monitor,31302,36826,15,https://picsum.photos/seed/p1898/300/200,4.77,2762,High-refresh IPS panel with thin bezels and adaptive-sync.
899,p1899,"Lenovo Tab 1899 - 10.5"" Display, 64GB",Lenovo,tablet,41375,45972,10,https://picsum.photos/seed/p1899/300/200,4.29,4450,Portable tablet ideal for media and light productivity.
